Product_name,Prices,Description,Reviews
SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,"₹59,990",Intel Core i7 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,4.3
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹16,490","Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4.1
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹44,990",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (1...","₹62,990","Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",4.3
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,"₹70,990",Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.4
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹52,990",AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.2
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,"₹99,990",Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Carry-in Warranty,3.9
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹45,490",Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite,4.2
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹41,990","AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.2
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"₹22,990",Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year International Travelers Warranty (ITW),4.3
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,"₹29,990",Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.3
Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 82XM00QD...,"₹39,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home 20241 Year Carry-in Warranty,4.4
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"₹29,990",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5
Lenovo Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,"₹98,990",Intel Core Ultra 7 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.2
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...","₹32,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1-year warranty,4.4
Lenovo Yoga Slim 7 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14IMH9 Thin and Light ...,"₹75,900",Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,4.1
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹36,990",Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,"₹39,490",Intel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹69,990",Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4
Lenovo V14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,"₹44,999",Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year brand Onsite Warranty,4.2
ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ837WS Th...,"₹61,990",Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4
HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,"₹29,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4
HP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU Thin and Light Laptop,"₹36,990",Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,4.4
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH1...,"₹73,990",Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,3.7
Lenovo V15 AMD Ryzen 3 Quad Core 7th Gen 7320U - (8 GB/512 GB SSD/Windows 11 Home/1 GB Graphics) V15 G...,"₹27,490",AMD Ryzen 3 Quad Core Processor (7th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS OFFICE1 year Onsite Warrenty,4.3
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"₹40,990",AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71042W...,"₹62,990","Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024, Microsoft 365 Basic1 Year Onsite Warranty",4.2
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹16,490","Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4.2
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹44,990",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"₹49,490",Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty.,4.5
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Ho...","₹54,990",Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.1
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹41,990","AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.3
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"₹29,990",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹64,990",AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,3.7
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS...,"₹79,990",Intel Core i9 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
Lenovo Lenovo V15 G3 IAP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 82TTA07RIH ...,"₹39,141",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹70,990",Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home & Student 20211Yr Warranty and 1 Yr Accidental Damage Protection,4.4
HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,"₹29,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹16,490","Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4
MOTOROLA Motobook 60 Full Metal Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Windows 11 Home) 14IR...,"₹70,990",Intel Core 7 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty,4.5
DELL MSO'2024 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and ...,"₹36,490",Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20241 Year Onsite Hardware Service,4.1
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹69,990",Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,3.8
HP Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU Thin and Light Laptop,"₹36,990",Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,4.3
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹61,990",Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.3
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹95,990",AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,3.9
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 344...,"₹29,890",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021 Pro Plus1 Year Onsite Warranty,4.2
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,"₹13,990",Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Onsite Warranty,4.3
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,"₹44,990",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹50,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty,4.3
Acer Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34Y...,"₹21,990",Intel Core i3 Processor (13th Gen)8 GB LPDDR5X RAMChrome Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.3
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Snapdragon X Elite - (16 GB/1 TB SSD/Windows 11 Home...","₹89,990",Snapdragon X Elite Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹52,990",AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.3
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU Thin and Light ...,"₹35,990",Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.2
MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,"₹42,999",Intel Core i7 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in warranty,3.9
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin...,"₹32,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4
ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U - (16 GB/512 GB SS...,"₹37,990","Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",4.2
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) 14Q8X9 Thin and...,"₹64,990",Snapdragon X Plus Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty,4.2
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹41,990","AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.2
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,"₹42,990",AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹57,990",AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,"₹40,990",AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4
